Age,DailyRate,DistanceFromHome,HourlyRate,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,AnnualIncome,IncomePerYearExp,Age_Company_Ratio,Role_Stability,OverTime_Yes,Target_Attrition
37,228,6,98,6502,22825,4,14,7,5,78024,812.75,0.13513513513513514,0.6666666666666666,False,False
21,996,3,100,3230,10531,1,17,3,3,38760,807.5,0.14285714285714285,0.5,False,False
37,728,1,80,13603,11677,2,18,15,5,163236,850.1875,0.13513513513513514,0.3333333333333333,True,False
35,1315,22,71,11996,19100,7,18,10,7,143952,1090.5454545454545,0.2,0.875,False,False
38,322,7,44,5605,19191,1,24,8,8,67260,622.7777777777778,0.21052631578947367,0.0,True,False
26,1479,1,84,6397,26767,1,20,6,6,76764,913.8571428571429,0.23076923076923078,0.7142857142857143,False,False
50,797,4,96,19144,15815,3,14,28,10,229728,660.1379310344828,0.2,0.36363636363636365,False,False
53,1070,3,45,17584,21016,3,16,21,5,211008,799.2727272727273,0.09433962264150944,0.5,True,False
42,635,1,99,4907,24532,1,25,20,20,58884,233.66666666666666,0.47619047619047616,0.7619047619047619,False,False
29,442,2,44,4554,20260,1,18,10,10,54648,414.0,0.3448275862068966,0.6363636363636364,False,False
55,147,20,37,5415,15972,3,19,12,10,64980,416.53846153846155,0.18181818181818182,0.6363636363636364,True,False
26,496,11,60,4741,22722,1,13,5,5,56892,790.1666666666666,0.19230769230769232,0.5,True,False
37,1372,1,42,2115,15881,1,12,17,17,25380,117.5,0.4594594594594595,0.6666666666666666,False,False
44,920,24,43,3161,19920,3,22,19,1,37932,158.05,0.022727272727272728,0.0,True,True
38,688,23,82,5745,18899,9,14,10,2,68940,522.2727272727273,0.05263157894736842,0.6666666666666666,False,False
26,1449,16,45,2373,14180,2,13,5,3,28476,395.5,0.11538461538461539,0.5,True,True
28,1117,8,66,3310,4488,1,21,5,5,39720,551.6666666666666,0.17857142857142858,0.5,False,False
49,636,10,35,18665,25594,9,11,22,3,223980,811.5217391304348,0.061224489795918366,0.5,True,False
36,506,3,30,4485,26285,4,12,10,8,53820,407.72727272727275,0.2222222222222222,0.0,False,False
31,444,5,84,2789,3909,1,11,2,2,33468,929.6666666666666,0.06451612903225806,0.6666666666666666,False,False
26,950,4,48,5828,8450,1,12,8,8,69936,647.5555555555555,0.3076923076923077,0.7777777777777778,True,True
37,889,9,53,2326,11411,1,12,4,4,27912,465.2,0.10810810810810811,0.4,True,False
42,555,26,77,13525,14864,5,14,23,20,162300,563.5416666666666,0.47619047619047616,0.19047619047619047,False,False
18,230,3,54,1420,25233,1,13,0,0,17040,1420.0,0.0,0.0,False,True
35,1232,16,96,8020,5100,0,15,12,11,96240,616.9230769230769,0.3142857142857143,0.75,False,False
36,566,18,81,3688,7122,4,18,4,1,44256,737.6,0.027777777777777776,0.0,False,False
51,1302,2,84,5482,16321,5,18,13,4,65784,391.57142857142856,0.0784313725490196,0.2,False,False
41,334,2,88,16015,15896,1,19,22,22,192180,696.304347826087,0.5365853658536586,0.43478260869565216,False,False
18,812,10,69,1200,9724,1,12,0,0,14400,1200.0,0.0,0.0,False,False
28,1476,16,68,5661,4824,0,19,9,8,67932,566.1,0.2857142857142857,0.3333333333333333,False,False
31,218,7,100,6929,12241,4,11,10,8,83148,629.9090909090909,0.25806451612903225,0.7777777777777778,False,False
39,1132,1,48,9613,10942,0,17,19,18,115356,480.65,0.46153846153846156,0.5263157894736842,False,False
36,1105,24,47,5674,6927,7,15,11,9,68088,472.8333333333333,0.25,0.8,False,False
32,906,7,91,5484,16985,1,14,13,13,65808,391.7142857142857,0.40625,0.5714285714285714,False,False
38,849,25,81,12061,26707,3,17,19,10,144732,603.05,0.2631578947368421,0.7272727272727273,False,False
58,390,1,32,5660,17056,2,13,12,5,67920,435.38461538461536,0.08620689655172414,0.5,True,False
31,691,5,86,4821,10077,0,12,6,5,57852,688.7142857142857,0.16129032258064516,0.3333333333333333,True,False
31,106,2,62,6410,17822,3,12,9,2,76920,641.0,0.06451612903225806,0.6666666666666666,False,False
45,1249,7,97,5210,20308,1,18,24,24,62520,208.4,0.5333333333333333,0.36,False,False
31,192,2,32,2695,7747,0,18,3,2,32340,673.75,0.06451612903225806,0.6666666666666666,True,False
33,553,5,74,11878,23364,6,11,12,10,142536,913.6923076923077,0.30303030303030304,0.5454545454545454,False,False
39,117,10,99,17068,5355,1,14,21,21,204816,775.8181818181819,0.5384615384615384,0.4090909090909091,True,False
43,185,10,33,2455,10675,0,19,9,8,29460,245.5,0.18604651162790697,0.7777777777777778,False,False
49,1091,1,90,13964,17810,7,12,25,7,167568,537.0769230769231,0.14285714285714285,0.125,True,False
52,723,8,85,4941,17747,2,15,11,8,59292,411.75,0.15384615384615385,0.2222222222222222,False,True
27,1220,5,85,2478,20938,1,12,4,4,29736,495.6,0.14814814814814814,0.6,True,False
32,588,8,65,5228,24624,1,11,13,13,62736,373.42857142857144,0.40625,0.8571428571428571,True,False
27,1377,2,74,4478,5242,1,11,5,5,53736,746.3333333333334,0.18518518518518517,0.6666666666666666,True,False
31,691,7,73,7547,7143,4,12,13,7,90564,539.0714285714286,0.22580645161290322,0.875,False,False
32,1018,2,74,5055,10557,7,16,10,7,60660,459.54545454545456,0.21875,0.875,False,False
28,1157,2,84,3464,24737,5,13,5,3,41568,577.3333333333334,0.10714285714285714,0.5,True,True
30,1275,28,64,5775,11934,1,13,11,10,69300,481.25,0.3333333333333333,0.7272727272727273,False,False
31,798,7,48,8943,14034,1,24,10,10,107316,813.0,0.3225806451612903,0.8181818181818182,False,False
39,672,7,54,19272,21141,1,15,21,21,231264,876.0,0.5384615384615384,0.4090909090909091,False,False
39,1162,3,41,5238,17778,4,18,12,1,62856,402.9230769230769,0.02564102564102564,0.0,True,True
33,508,10,46,4682,4317,3,14,9,7,56184,468.2,0.21212121212121213,0.875,False,False
47,1482,5,42,18300,16375,4,11,21,3,219600,831.8181818181819,0.06382978723404255,0.5,False,False
43,559,10,82,5257,6227,1,11,9,9,63084,525.7,0.20930232558139536,0.7,False,False
27,210,1,73,6349,22107,0,13,6,5,76188,907.0,0.18518518518518517,0.6666666666666666,True,False
54,928,20,31,4869,16885,3,12,20,4,58428,231.85714285714286,0.07407407407407407,0.6,False,False
43,1001,7,43,9985,9262,8,16,10,1,119820,907.7272727272727,0.023255813953488372,0.0,False,False
45,549,8,75,3697,9278,9,14,12,10,44364,284.38461538461536,0.2222222222222222,0.8181818181818182,False,False
40,1124,1,57,7457,13273,2,22,6,4,89484,1065.2857142857142,0.1,0.6,True,False
29,318,8,77,2119,4759,1,11,7,7,25428,264.875,0.2413793103448276,0.875,True,True
29,738,9,30,3983,7621,0,17,4,3,47796,796.6,0.10344827586206896,0.5,False,False
30,570,5,30,6118,5431,1,13,10,10,73416,556.1818181818181,0.3333333333333333,0.8181818181818182,False,False
27,1130,8,56,6214,3415,1,18,8,8,74568,690.4444444444445,0.2962962962962963,0.7777777777777778,False,False
37,1192,5,61,6347,23177,7,16,8,6,76164,705.2222222222222,0.16216216216216217,0.2857142857142857,False,False
38,343,15,92,11510,15682,0,14,12,11,138120,885.3846153846154,0.2894736842105263,0.8333333333333334,True,False
31,1232,7,39,7143,25713,1,14,11,11,85716,595.25,0.3548387096774194,0.75,True,False
29,144,10,39,8268,11866,1,14,7,7,99216,1033.5,0.2413793103448276,0.875,True,False
35,1296,5,62,8095,18264,0,13,17,16,97140,449.72222222222223,0.45714285714285713,0.35294117647058826,False,False
23,1309,26,83,2904,16092,1,12,4,4,34848,580.8,0.17391304347826086,0.4,False,False
41,483,6,95,6032,10110,6,15,8,5,72384,670.2222222222222,0.12195121951219512,0.6666666666666666,True,False
47,1309,4,99,2976,25751,3,19,5,0,35712,496.0,0.0,0.0,False,False
42,810,23,44,15992,15901,2,14,16,1,191904,940.7058823529412,0.023809523809523808,0.0,False,False
29,746,2,61,4649,16928,1,14,4,4,55788,929.8,0.13793103448275862,0.6,False,False
42,544,2,52,2696,24017,0,11,4,3,32352,539.2,0.07142857142857142,0.5,True,False
32,1062,2,75,2370,3956,1,13,8,8,28440,263.3333333333333,0.25,0.0,False,False
48,530,29,91,12504,23978,3,21,15,0,150048,781.5,0.0,0.0,False,False
37,1319,6,51,5974,17001,4,13,13,7,71688,426.7142857142857,0.1891891891891892,0.875,True,False
30,641,25,85,4736,6069,7,12,4,2,56832,947.2,0.06666666666666667,0.6666666666666666,True,False
26,933,1,57,5296,20156,1,17,8,8,63552,588.4444444444445,0.3076923076923077,0.7777777777777778,False,False
42,1332,2,98,6781,17078,3,23,14,1,81372,452.06666666666666,0.023809523809523808,0.0,False,False
21,756,1,99,2174,9150,1,11,3,3,26088,543.5,0.14285714285714285,0.5,True,True
36,845,1,45,6653,15276,4,15,7,1,79836,831.625,0.027777777777777776,0.0,False,False
36,541,3,48,9699,7246,4,11,16,13,116388,570.5294117647059,0.3611111111111111,0.6428571428571429,False,False
57,593,1,88,6755,2967,2,11,15,3,81060,422.1875,0.05263157894736842,0.5,False,False
40,1171,10,46,2213,22495,3,13,10,7,26556,201.1818181818182,0.175,0.875,True,False
21,895,9,39,2610,2851,1,24,3,3,31320,652.5,0.14285714285714285,0.5,False,False
33,350,5,34,2851,9150,1,13,1,1,34212,1425.5,0.030303030303030304,0.0,True,True
37,921,10,98,3452,17663,6,20,17,5,41424,191.77777777777777,0.13513513513513514,0.6666666666666666,False,False
46,1144,7,30,5258,16044,2,14,7,1,63096,657.25,0.021739130434782608,0.0,False,False
41,143,4,56,9355,9558,1,18,8,8,112260,1039.4444444444443,0.1951219512195122,0.7777777777777778,False,True
50,1046,10,100,10496,2755,6,15,20,4,125952,499.8095238095238,0.08,0.6,False,False
40,575,22,68,6380,6110,2,12,8,6,76560,708.8888888888889,0.15,0.5714285714285714,True,True
31,408,9,42,2657,7551,0,16,3,2,31884,664.25,0.06451612903225806,0.6666666666666666,True,False
21,156,12,90,2716,25422,1,15,1,1,32592,1358.0,0.047619047619047616,0.0,False,True
29,1283,23,54,2201,18168,9,16,6,3,26412,314.42857142857144,0.10344827586206896,0.5,False,False
35,755,9,97,6540,19394,9,19,10,1,78480,594.5454545454545,0.02857142857142857,0.5,False,False
27,1469,1,82,3816,17881,1,11,5,5,45792,636.0,0.18518518518518517,0.3333333333333333,False,False
28,304,9,92,5253,20750,1,16,7,7,63036,656.625,0.25,0.625,False,False
49,1261,7,31,10965,12066,8,24,26,5,131580,406.1111111111111,0.10204081632653061,0.3333333333333333,False,False
51,1178,14,87,4936,14862,4,11,18,7,59232,259.7894736842105,0.13725490196078433,0.875,False,False
36,329,2,96,2543,11868,4,13,6,2,30516,363.2857142857143,0.05555555555555555,0.6666666666666666,False,False
34,1362,19,67,5304,4652,8,13,9,5,63648,530.4,0.14705882352941177,0.3333333333333333,True,True
55,1311,2,97,16659,23258,2,13,30,5,199908,537.3870967741935,0.09090909090909091,0.6666666666666666,True,False
24,1371,10,77,4260,5915,1,12,5,5,51120,710.0,0.20833333333333334,0.3333333333333333,True,False
30,202,2,72,2476,17434,1,18,1,1,29712,1238.0,0.03333333333333333,0.0,False,False
26,575,3,73,3102,6582,0,22,7,6,37224,387.75,0.23076923076923078,0.5714285714285714,False,True
22,253,11,43,2244,24440,1,13,2,2,26928,748.0,0.09090909090909091,0.3333333333333333,False,False
36,164,2,61,7596,3809,1,13,10,10,91152,690.5454545454545,0.2777777777777778,0.8181818181818182,False,False
30,464,4,40,2285,3427,9,23,3,1,27420,571.25,0.03333333333333333,0.0,True,True
37,1107,14,95,3034,26914,1,12,18,18,36408,159.68421052631578,0.4864864864864865,0.3684210526315789,False,False
40,759,2,46,5715,22553,7,12,8,5,68580,635.0,0.125,0.6666666666666666,False,False
42,201,1,95,2576,20490,3,16,8,5,30912,286.22222222222223,0.11904761904761904,0.3333333333333333,False,False
37,1305,10,49,4197,21123,2,12,18,1,50364,220.89473684210526,0.02702702702702703,0.0,True,False
43,982,12,59,14336,4345,1,11,25,25,172032,551.3846153846154,0.5813953488372093,0.38461538461538464,False,False
40,555,2,78,3448,13436,6,22,20,1,41376,164.1904761904762,0.025,0.0,False,False
54,821,5,86,19406,8509,4,11,24,4,232872,776.24,0.07407407407407407,0.4,False,False
34,1381,4,72,6538,12740,9,15,6,3,78456,934.0,0.08823529411764706,0.5,False,False
31,480,7,31,4306,4156,1,12,13,13,51672,307.57142857142856,0.41935483870967744,0.7142857142857143,False,False
43,313,21,61,2258,15238,7,20,8,3,27096,250.88888888888889,0.06976744186046512,0.5,False,False
43,1473,8,74,4522,2227,4,14,8,5,54264,502.44444444444446,0.11627906976744186,0.3333333333333333,True,False
25,891,4,99,4487,12090,1,11,5,5,53844,747.8333333333334,0.2,0.6666666666666666,True,False
37,1063,25,72,4449,23866,3,15,15,13,53388,278.0625,0.35135135135135137,0.7857142857142857,True,False
31,329,1,98,2218,16193,1,12,4,4,26616,443.6,0.12903225806451613,0.4,False,False
39,1218,1,52,19197,8213,1,14,21,21,230364,872.5909090909091,0.5384615384615384,0.36363636363636365,True,False
56,906,6,86,13212,18256,9,11,36,7,158544,357.0810810810811,0.125,0.875,False,False
30,1082,12,83,6577,19558,0,11,6,5,78924,939.5714285714286,0.16666666666666666,0.6666666666666666,False,False
41,645,1,49,8392,19566,1,16,10,10,100704,762.9090909090909,0.24390243902439024,0.6363636363636364,False,False
28,1300,17,79,4558,13535,1,12,10,10,54696,414.3636363636364,0.35714285714285715,0.0,False,False
25,688,3,91,4031,9396,5,13,6,2,48372,575.8571428571429,0.08,0.6666666666666666,False,True
52,319,3,39,7969,19609,2,14,28,5,95628,274.7931034482759,0.09615384615384616,0.6666666666666666,True,False
45,192,10,69,2654,9655,3,21,8,2,31848,294.8888888888889,0.044444444444444446,0.6666666666666666,False,False
52,1490,4,30,16555,10310,2,13,31,5,198660,517.34375,0.09615384615384616,0.3333333333333333,False,False
42,532,29,92,4556,12932,2,11,19,5,54672,227.8,0.11904761904761904,0.6666666666666666,False,False
30,317,2,43,6091,24793,2,20,11,5,73092,507.5833333333333,0.16666666666666666,0.6666666666666666,False,False
60,422,7,41,19566,3854,5,11,33,29,234792,575.4705882352941,0.48333333333333334,0.26666666666666666,False,False
46,1485,18,87,4810,26314,2,14,19,10,57720,240.5,0.21739130434782608,0.6363636363636364,False,False
42,1368,28,88,4523,4386,0,11,7,6,54276,565.375,0.14285714285714285,0.7142857142857143,False,False
24,1448,1,62,3202,21972,1,16,6,5,38424,457.42857142857144,0.20833333333333334,0.5,True,True
34,296,6,33,2351,12253,0,16,3,2,28212,587.75,0.058823529411764705,0.6666666666666666,False,True
38,1490,2,42,1702,12106,1,23,1,1,20424,851.0,0.02631578947368421,0.0,True,False
40,1398,2,79,18041,13022,0,14,21,20,216492,820.0454545454545,0.5,0.7142857142857143,False,False
26,1349,23,90,2886,3032,1,22,3,3,34632,721.5,0.11538461538461539,0.5,False,False
30,1400,3,53,2097,16734,4,15,9,5,25164,209.7,0.16666666666666666,0.5,False,False
29,986,3,93,11935,21526,1,18,10,10,143220,1085.0,0.3448275862068966,0.18181818181818182,False,False
29,408,25,71,2546,18300,5,16,6,2,30552,363.7142857142857,0.06896551724137931,0.6666666666666666,False,True
19,489,2,52,2564,18437,1,12,1,1,30768,1282.0,0.05263157894736842,0.0,False,True
30,1398,22,69,8412,2890,0,11,10,9,100944,764.7272727272727,0.3,0.8,False,False
57,210,29,56,14118,22102,3,12,32,1,169416,427.8181818181818,0.017543859649122806,0.0,False,False
50,1099,29,88,17046,9314,0,15,28,27,204552,587.7931034482758,0.54,0.35714285714285715,False,False
30,1116,2,49,2564,7181,0,14,12,11,30768,197.23076923076923,0.36666666666666664,0.5833333333333334,False,False
60,1499,28,80,10266,2845,4,19,22,18,123192,446.3478260869565,0.3,0.6842105263157895,False,False
47,983,2,65,5070,7389,5,13,20,5,60840,241.42857142857142,0.10638297872340426,0.0,False,False
46,1009,2,51,17861,2288,6,13,26,3,214332,661.5185185185185,0.06521739130434782,0.5,False,False
35,144,22,46,4230,19225,0,15,6,5,50760,604.2857142857143,0.14285714285714285,0.6666666666666666,False,False
54,548,8,42,3780,23428,7,11,19,1,45360,189.0,0.018518518518518517,0.0,False,False
34,1303,2,62,2768,8416,3,12,14,7,33216,184.53333333333333,0.20588235294117646,0.375,False,False
46,1125,10,94,9071,11563,2,19,15,3,108852,566.9375,0.06521739130434782,0.5,True,False
31,1274,9,33,10648,14394,1,25,13,13,127776,760.5714285714286,0.41935483870967744,0.5714285714285714,False,False
33,1277,15,56,13610,24619,7,12,15,7,163320,850.625,0.21212121212121213,0.75,True,True
33,587,10,38,3408,6705,7,13,8,4,40896,378.6666666666667,0.12121212121212122,0.6,False,True
30,413,7,57,2983,18398,0,14,4,3,35796,596.6,0.1,0.5,False,False
35,1276,16,72,7632,14295,4,12,10,8,91584,693.8181818181819,0.22857142857142856,0.7777777777777778,True,False
31,534,20,66,9824,22908,3,12,12,1,117888,755.6923076923077,0.03225806451612903,0.0,False,True
34,988,23,43,9950,11533,9,15,11,3,119400,829.1666666666666,0.08823529411764706,0.5,True,True
42,1474,5,97,2093,9260,4,17,8,2,25116,232.55555555555554,0.047619047619047616,0.6666666666666666,False,False
36,635,10,32,9980,15318,1,14,10,10,119760,907.2727272727273,0.2777777777777778,0.2727272727272727,False,False
22,1368,4,99,3894,9129,5,16,4,2,46728,778.8,0.09090909090909091,0.6666666666666666,False,True
48,163,2,37,4051,19658,2,14,14,9,48612,270.06666666666666,0.1875,0.7,False,False
55,1117,18,83,16835,9873,3,23,37,10,202020,443.0263157894737,0.18181818181818182,0.8181818181818182,False,False
41,267,10,56,6230,13430,7,14,16,14,74760,366.47058823529414,0.34146341463414637,0.2,False,False
35,619,1,85,4717,18659,9,11,15,11,56604,294.8125,0.3142857142857143,0.75,False,False
40,302,6,75,13237,20364,7,15,22,20,158844,575.5217391304348,0.5,0.2857142857142857,False,False
39,443,8,48,3755,17872,1,11,8,8,45060,417.22222222222223,0.20512820512820512,0.3333333333333333,False,False
31,828,2,77,6582,8346,4,13,10,6,78984,598.3636363636364,0.1935483870967742,0.7142857142857143,True,False
42,319,24,56,7406,6950,1,21,10,10,88872,673.2727272727273,0.23809523809523808,0.8181818181818182,True,False
45,561,2,61,4805,16177,0,19,9,8,57660,480.5,0.17777777777777778,0.7777777777777778,False,False
26,426,17,58,2741,22808,0,11,8,7,32892,304.55555555555554,0.2692307692307692,0.875,True,True
29,232,19,34,4262,22645,4,12,8,3,51144,473.55555555555554,0.10344827586206896,0.5,False,False
33,922,1,95,16184,22578,4,19,10,6,194208,1471.2727272727273,0.18181818181818182,0.14285714285714285,False,False
31,688,7,44,11557,25291,9,21,10,5,138684,1050.6363636363637,0.16129032258064516,0.6666666666666666,False,False
18,1306,5,69,1878,8059,1,14,0,0,22536,1878.0,0.0,0.0,True,True
40,1094,28,58,10932,11373,3,15,20,1,131184,520.5714285714286,0.025,0.0,False,False
41,509,2,62,6811,2112,2,17,10,8,81732,619.1818181818181,0.1951219512195122,0.7777777777777778,True,False
26,775,29,45,4306,4267,5,12,8,0,51672,478.44444444444446,0.0,0.0,False,False
35,195,1,80,4859,6698,1,16,5,5,58308,809.8333333333334,0.14285714285714285,0.6666666666666666,False,False
34,258,21,74,5337,19921,1,12,10,10,64044,485.1818181818182,0.29411764705882354,0.6363636363636364,False,False
26,471,24,66,2340,23213,1,18,1,1,28080,1170.0,0.038461538461538464,0.0,True,True
37,799,1,59,7491,23848,4,17,12,6,89892,576.2307692307693,0.16216216216216217,0.7142857142857143,False,False
46,1034,18,86,10527,8984,5,11,28,2,126324,363.0,0.043478260869565216,0.6666666666666666,False,False
41,1276,2,91,16595,5626,7,16,22,18,199140,721.5217391304348,0.43902439024390244,0.8421052631578947,False,False
37,142,9,69,8834,24666,1,13,9,9,106008,883.4,0.24324324324324326,0.5,False,False
52,956,6,78,5577,22087,3,12,18,10,66924,293.5263157894737,0.19230769230769232,0.8181818181818182,True,False
32,1474,11,60,4707,23914,8,12,6,4,56484,672.4285714285714,0.125,0.4,False,True
24,535,24,38,2400,5530,0,13,3,2,28800,600.0,0.08333333333333333,0.6666666666666666,False,False
38,1495,10,76,9824,22174,3,19,18,1,117888,517.0526315789474,0.02631578947368421,0.0,False,False
37,446,1,65,6447,15701,6,12,8,6,77364,716.3333333333334,0.16216216216216217,0.7142857142857143,False,False
49,1245,18,58,19502,2125,1,17,31,31,234024,609.4375,0.6326530612244898,0.28125,True,False
24,691,23,89,2725,21630,1,11,6,6,32700,389.2857142857143,0.25,0.7142857142857143,True,False
26,703,28,66,6272,7428,1,20,6,5,75264,896.0,0.19230769230769232,0.5,False,False
24,823,17,94,2127,9100,1,21,1,1,25524,1063.5,0.041666666666666664,0.0,False,False
50,1246,3,99,18200,7999,1,11,32,32,218400,551.5151515151515,0.64,0.15151515151515152,False,False
25,622,13,40,2096,26376,1,11,7,7,25152,262.0,0.28,0.5,False,False
24,1287,7,55,2886,14168,1,16,6,6,34632,412.2857142857143,0.25,0.42857142857142855,True,True
30,448,12,74,2033,14470,1,18,1,1,24396,1016.5,0.03333333333333333,0.0,False,True
34,254,1,83,3622,22794,1,13,6,6,43464,517.4285714285714,0.17647058823529413,0.7142857142857143,True,False
31,1365,13,46,4233,11512,2,17,9,3,50796,423.3,0.0967741935483871,0.25,False,True
35,538,25,54,3681,14004,4,14,9,3,44172,368.1,0.08571428571428572,0.5,False,False
31,525,6,66,5460,6219,4,22,13,7,65520,390.0,0.22580645161290322,0.875,False,False
27,798,6,66,2187,5013,0,12,6,5,26244,312.42857142857144,0.18518518518518517,0.5,False,False
37,558,2,75,9602,3010,4,11,17,3,115224,533.4444444444445,0.08108108108108109,0.0,True,False
20,959,1,83,2836,11757,1,13,1,1,34032,1418.0,0.05,0.0,False,False
42,622,2,81,4089,5718,1,13,10,10,49068,371.72727272727275,0.23809523809523808,0.18181818181818182,False,False
43,782,6,50,16627,2671,4,14,21,1,199524,755.7727272727273,0.023255813953488372,0.0,True,False
38,362,1,43,2619,14561,3,17,8,0,31428,291.0,0.0,0.0,False,False
43,1001,9,72,5679,19627,3,13,10,8,68148,516.2727272727273,0.18604651162790697,0.7777777777777778,True,False
48,1236,1,40,15402,17997,7,11,21,3,184824,700.0909090909091,0.0625,0.5,False,False
44,1112,1,50,5985,26894,4,11,10,2,71820,544.0909090909091,0.045454545454545456,0.6666666666666666,False,False
34,204,14,31,2579,2912,1,18,8,8,30948,286.55555555555554,0.23529411764705882,0.2222222222222222,True,False
27,1420,2,85,3041,16346,0,11,5,4,36492,506.8333333333333,0.14814814814814814,0.6,False,True
21,1343,22,49,3447,24444,1,11,3,3,41364,861.75,0.14285714285714285,0.5,False,False
44,1315,3,35,19513,9358,4,12,26,2,234156,722.7037037037037,0.045454545454545456,0.6666666666666666,True,False
22,604,6,69,2773,12145,0,20,3,2,33276,693.25,0.09090909090909091,0.6666666666666666,False,False
33,1216,8,39,7104,20431,0,12,6,5,85248,1014.8571428571429,0.15151515151515152,0.0,False,False
32,646,9,92,6322,18089,1,12,6,6,75864,903.1428571428571,0.1875,0.5714285714285714,True,False
30,160,3,71,2083,22653,1,20,1,1,24996,1041.5,0.03333333333333333,0.0,False,False
53,238,1,34,8381,7507,7,20,18,14,100572,441.10526315789474,0.2641509433962264,0.4666666666666667,False,False
34,1397,1,42,2691,7660,1,12,10,10,32292,244.63636363636363,0.29411764705882354,0.8181818181818182,False,False
45,306,26,100,4286,5630,2,14,5,1,51432,714.3333333333334,0.022222222222222223,0.5,False,True
26,991,6,71,2659,17759,1,13,3,3,31908,664.75,0.11538461538461539,0.5,True,False
37,482,3,36,9434,9606,1,15,10,10,113208,857.6363636363636,0.2702702702702703,0.6363636363636364,False,False
29,1176,3,62,5561,3487,1,14,6,6,66732,794.4285714285714,0.20689655172413793,0.0,False,False
35,1017,6,82,6646,19368,1,13,17,17,79752,369.22222222222223,0.4857142857142857,0.6111111111111112,False,False
33,1296,6,30,7725,5335,3,23,15,13,92700,482.8125,0.3939393939393939,0.7857142857142857,False,False
54,397,19,88,10725,6729,2,15,16,9,128700,630.8823529411765,0.16666666666666666,0.7,False,False
36,913,9,48,8847,13934,2,11,13,3,106164,631.9285714285714,0.08333333333333333,0.5,True,False
27,1115,3,54,2045,15174,0,13,5,4,24540,340.8333333333333,0.14814814814814814,0.4,False,False
20,1362,10,32,1009,26999,1,11,1,1,12108,504.5,0.05,0.0,True,True
33,1076,3,70,3348,3164,1,11,10,10,40176,304.3636363636364,0.30303030303030304,0.7272727272727273,True,True
35,727,3,41,1281,16900,1,18,1,1,15372,640.5,0.02857142857142857,0.0,False,False
23,885,4,58,2819,8544,2,16,5,3,33828,469.8333333333333,0.13043478260869565,0.5,False,False
25,810,8,57,4851,15678,0,22,4,3,58212,970.2,0.12,0.5,False,False
38,243,7,46,4028,7791,0,20,8,7,48336,447.55555555555554,0.18421052631578946,0.875,False,False
29,806,1,76,2720,18959,1,18,10,10,32640,247.27272727272728,0.3448275862068966,0.6363636363636364,False,False
48,817,2,56,8120,18597,3,12,12,2,97440,624.6153846153846,0.041666666666666664,0.6666666666666666,False,False
27,1410,3,71,4647,16673,1,20,6,6,55764,663.8571428571429,0.2222222222222222,0.7142857142857143,True,False
37,1225,10,80,4680,15232,3,17,4,1,56160,936.0,0.02702702702702703,0.0,False,False
50,1207,28,74,3221,3297,1,11,20,20,38652,153.38095238095238,0.4,0.38095238095238093,True,False
34,1442,9,46,8621,17654,1,14,9,8,103452,862.1,0.23529411764705882,0.7777777777777778,False,False
24,693,3,65,4577,24785,9,14,4,2,54924,915.4,0.08333333333333333,0.6666666666666666,False,True
39,408,2,80,4553,20978,1,11,20,20,54636,216.8095238095238,0.5128205128205128,0.3333333333333333,False,False
32,929,10,55,5396,21703,1,12,10,10,64752,490.54545454545456,0.3125,0.6363636363636364,False,False
50,562,8,50,6796,23452,3,14,18,4,81552,357.6842105263158,0.08,0.6,True,True
38,827,1,33,7625,19383,0,13,10,9,91500,693.1818181818181,0.23684210526315788,0.7,False,False
27,608,1,68,7412,6009,1,11,9,9,88944,741.2,0.3333333333333333,0.7,False,False
32,1018,3,39,11159,19373,3,15,10,7,133908,1014.4545454545455,0.21875,0.875,False,False
47,703,14,42,4960,11825,2,12,20,7,59520,236.1904761904762,0.14893617021276595,0.875,False,False
40,580,5,48,10475,23772,5,21,20,18,125700,498.8095238095238,0.45,0.6842105263157895,True,False
53,970,7,59,14814,13514,3,19,32,5,177768,448.90909090909093,0.09433962264150944,0.16666666666666666,False,False
41,427,10,73,19141,8861,3,15,23,21,229692,797.5416666666666,0.5121951219512195,0.2727272727272727,False,False
60,1179,16,84,5405,11924,8,14,10,2,64860,491.3636363636364,0.03333333333333333,0.6666666666666666,False,False
27,294,10,32,8793,4809,1,21,9,9,105516,879.3,0.3333333333333333,0.7,False,False
41,314,1,59,19189,19562,1,12,22,22,230268,834.304347826087,0.5365853658536586,0.30434782608695654,False,False
50,316,8,54,3875,9983,7,15,4,2,46500,775.0,0.04,0.6666666666666666,False,False
28,654,1,67,2216,3872,7,13,10,7,26592,201.45454545454547,0.25,0.875,True,True
36,427,8,63,11713,20335,9,14,10,8,140556,1064.8181818181818,0.2222222222222222,0.7777777777777778,False,False
38,168,1,81,7861,15397,4,14,10,1,94332,714.6363636363636,0.02631578947368421,0.0,True,False
44,381,24,49,3708,2104,2,14,9,5,44496,370.8,0.11363636363636363,0.3333333333333333,False,False
47,217,3,49,13770,10225,9,12,28,22,165240,474.82758620689657,0.46808510638297873,0.08695652173913043,True,False
30,501,27,99,5304,25275,7,23,10,8,63648,482.1818181818182,0.26666666666666666,0.7777777777777778,False,False
